id_operacion;fecha_operacion;codigo;Marca;Modelo;Anio de lanzamiento;Anio de discontinuado;Tipo de combustible;Transmision;Plazas;Tipo de carroceria;Gama;Precio_Base_0km;Anio_fabricacion;km;precio_actual;codigo2;color
2109fc41-01065;15/3/2024;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2024;12600;14838;8;Beige
98e4c28a-00496;8/9/2023;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2023;30100;13452;1;Blanco
40e2ed7f-01296;10/1/2024;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2023;32600;12304;2;Negro
ea5807bf-00817;13/11/2024;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2023;27100;12740;6;Azul
621623de-08435;1/10/2022;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2020;72000;8234;7;Verde
912f90ea-03663;12/3/2022;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2021;66900;9588;2;Negro
ca2dedd9-02282;13/1/2024;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2024;14800;14664;4;Plata
9d0ab52c-07333;21/8/2024;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2024;15900;14577;4;Plata
667962cc-01622;25/6/2024;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2024;16700;14513;7;Verde
b6c3c668-07162;25/4/2022;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2019;89500;5899;6;Azul
0b00fe6b-10461;23/3/2024;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2023;32300;12328;5;Rojo
7a0ede15-08350;7/1/2024;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2021;58500;8353;7;Verde
554105b1-09204;19/1/2024;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2024;16500;14529;4;Plata
1c5e4cc7-00557;19/7/2023;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2022;38600;11829;2;Negro
8ca2de58-08079;26/6/2023;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2023;25000;13856;7;Verde
65ef5338-03810;6/8/2021;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2018;97300;5281;4;Plata
e2e9f6d5-05226;19/6/2023;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2022;39100;11790;2;Negro
7cf88ddf-02401;30/10/2022;33;Ford;Tourneo Connect;2018;En produccion;Diesel;Manual;5;Furgoneta;Media;23000;2019;99400;5115;8;Beige
07a74a4a-09781;9/7/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;50200;8998;7;Verde
a7076842-08826;1/6/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;44000;10300;4;Plata
a7360ede-05986;4/4/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;25700;11609;2;Negro
8da015b9-09613;21/2/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;13800;13318;3;Gris
d863eff1-09238;9/1/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;28800;11387;4;Plata
34914c49-09147;6/8/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;65900;7017;4;Plata
36a9688a-03640;10/2/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;70400;8412;5;Rojo
28b6fd20-01032;13/7/2022;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;80800;6809;5;Rojo
2d841e0b-08534;24/2/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;16900;13097;7;Verde
5c5b2ba3-08878;24/11/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;51800;10600;2;Negro
95cf2186-09261;3/10/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;44500;10264;2;Negro
48b45913-08432;1/11/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;13600;13333;2;Negro
1ef2fd30-04393;22/4/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;25900;12453;7;Verde
3fb63be6-07430;25/6/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;64200;6280;1;Blanco
fc514731-00629;19/3/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;77700;7031;8;Beige
1209358f-06462;15/4/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;91800;6023;1;Blanco
2ba4d6aa-05770;30/10/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;28500;11409;1;Blanco
14f8acc6-06990;9/12/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;27200;12360;2;Negro
2f689676-02885;7/8/2022;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;94800;4950;5;Rojo
2ee0a317-08207;17/3/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;95700;4027;3;Gris
4325e1ea-02191;3/8/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;28600;11401;5;Rojo
4177ea34-03863;9/3/2022;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;54400;9556;7;Verde
fbfe54e0-01430;1/3/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;28100;11437;5;Rojo
d80a7162-03590;26/2/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;79100;5214;3;Gris
57a25164-00182;23/10/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;15800;13175;3;Gris
e417c5f4-01915;4/1/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;92700;5100;2;Negro
6851e3d9-09072;9/4/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;33300;11924;7;Verde
2f48678e-10133;12/10/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;36900;9949;6;Azul
ef7662ab-01181;20/11/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;40600;9685;3;Gris
d4f98f0e-06886;3/3/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;100400;4549;2;Negro
795649aa-09905;2/6/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;64500;7117;5;Rojo
6d789b80-04038;29/4/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;92500;3398;4;Plata
1517ef4f-10079;16/2/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;87800;6309;1;Blanco
1c955785-09892;17/12/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;28200;12288;8;Beige
b0e7f4a1-07542;15/11/2020;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;82100;8433;3;Gris
281d2264-07296;14/2/2020;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;100100;6287;8;Beige
9cad0f74-01537;17/10/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;98400;5551;7;Verde
992dd784-08257;20/5/2020;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;115100;4356;8;Beige
acb4534b-09604;30/1/2020;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;70800;9241;1;Blanco
889bf497-07439;23/4/2020;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;109400;4764;8;Beige
242f3f57-04919;25/7/2020;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;115700;4313;2;Negro
139b52d2-09074;15/7/2020;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;79100;8648;5;Rojo
e0383511-06019;27/9/2020;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;101000;6223;3;Gris
ac7e4424-02230;6/5/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;105900;4156;8;Beige
3e8a4ac6-04095;20/4/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;56500;8548;8;Beige
99f2610a-09443;28/11/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;61200;7353;2;Negro
76e05c57-02993;28/12/2022;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;92400;5121;5;Rojo
76539533-03219;13/12/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;14100;13297;4;Plata
6afe9f4d-00984;26/7/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;63300;8919;2;Negro
1e284968-05297;2/9/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;33700;11895;3;Gris
fe5af10c-09501;15/1/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;62900;7231;3;Gris
b73b6210-03429;9/1/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;56600;8540;3;Gris
78d983e1-02888;31/7/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;75700;6316;7;Verde
4d8a8e9e-07611;13/10/2022;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;61800;9027;8;Beige
1d93d613-01930;6/4/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;25700;11609;2;Negro
98b5ad17-05879;21/2/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;53700;10464;8;Beige
6f51db21-02730;22/3/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;14400;13276;8;Beige
4c89fdd3-02939;30/8/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;38000;10729;8;Beige
4fd08ab3-01599;20/2/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;27000;11516;2;Negro
6e1a0a5d-09467;8/3/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;101800;3591;2;Negro
5653081a-03255;4/9/2022;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;118600;2389;3;Gris
9d715f83-10193;14/8/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;16500;13125;8;Beige
a6d4914d-03230;19/8/2022;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;65400;7911;8;Beige
af925ab6-08122;2/10/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;81700;6745;4;Plata
072f0328-07014;10/10/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;12500;13411;5;Rojo
4418a6fe-02857;14/2/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;53400;10486;7;Verde
508896c9-06402;29/8/2022;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;48200;10858;5;Rojo
2cb461db-02711;12/6/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;66900;7804;3;Gris
355fa932-09857;25/9/2022;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;37600;11616;2;Negro
cb992b98-07190;9/5/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;24500;11695;4;Plata
60647f99-09206;11/4/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;96900;4799;1;Blanco
4c37da8c-08678;12/7/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;115800;1731;3;Gris
ec14b700-04329;9/11/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;60200;8283;4;Plata
49747e6f-01686;4/8/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;80900;5086;8;Beige
7e639c1a-08787;3/11/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2024;15500;13197;7;Verde
43fdf698-09291;29/6/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;93400;2475;2;Negro
36bf7437-07449;5/5/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;78000;6151;4;Plata
9db643dd-05082;30/11/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;26900;11523;5;Rojo
a851e5d9-05169;31/10/2022;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2020;78900;6945;6;Azul
ba788bdc-05233;20/2/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;38200;9856;5;Rojo
4fd65c4a-10349;27/10/2024;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;46000;9299;7;Verde
eb7aed1b-02381;16/8/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2023;24900;12524;5;Rojo
3cc500fc-05215;23/4/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2021;67100;9506;4;Plata
0d92f7c2-06654;1/12/2023;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2022;50100;9864;8;Beige
615858ab-08716;5/2/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2019;94800;5808;7;Verde
a5aa90a1-07269;3/9/2021;34;Ford;Focus;2018;En produccion;Gasolina;Manual;5;Hatchback;Media;22000;2018;109800;3877;3;Gris
b1734292-10386;22/8/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;26000;10183;7;Verde
c87e2cd8-05013;26/10/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;26000;10183;4;Plata
5e8e156a-01938;28/10/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;16700;10727;6;Azul
72353195-05131;21/4/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;50200;8064;4;Plata
a39b7753-01983;9/4/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;16400;10745;1;Blanco
dc869b93-04655;27/10/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;59200;7538;6;Azul
d025668c-09378;5/6/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;112800;1592;8;Beige
4374d013-00352;19/1/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;28000;10066;1;Blanco
fb3a8fdf-08726;1/10/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;76800;5805;7;Verde
b80d8d8c-06915;7/7/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;13700;10903;1;Blanco
8244ab59-07671;7/4/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;89200;3675;3;Gris
b4319179-07826;5/10/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;28100;9358;5;Rojo
8751f657-03587;19/6/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;114900;2171;4;Plata
f6f60001-09426;31/1/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2017;97700;1170;2;Negro
f13cc1cf-00345;24/11/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;37200;9527;6;Azul
4f70cbc1-05885;21/3/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;104200;2797;8;Beige
32dd3c02-08383;13/10/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;14000;10885;2;Negro
27b55262-01899;23/3/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;50300;8761;4;Plata
66027c73-03713;26/12/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2017;112500;1170;1;Blanco
7df96d35-04126;10/3/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;84200;5372;6;Azul
a1e33ffa-07524;11/2/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;13400;10920;3;Gris
6567acf5-09800;25/12/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;54100;7836;6;Azul
876f3e11-07028;25/9/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;44900;7672;1;Blanco
8b23f602-00831;30/8/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;91300;2148;2;Negro
c9bb109e-05048;15/1/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;12700;10961;5;Rojo
eccd8c53-07790;27/3/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;46800;8966;2;Negro
5593a921-01916;22/4/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;26400;10160;8;Beige
5a1ac862-04552;11/10/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2017;126100;1170;7;Verde
0b6066af-05356;28/9/2020;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2017;105800;3406;3;Gris
3b1d0e36-04279;17/2/2020;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;102900;4278;1;Blanco
389ccde6-07545;12/4/2020;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;76400;6531;4;Plata
bff224a4-02686;20/10/2020;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;80300;6303;5;Rojo
d0874a02-10483;22/9/2020;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;91700;4933;2;Negro
385f5aff-03885;26/9/2020;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;100000;4448;3;Gris
38598350-05496;20/6/2020;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2017;127100;2159;3;Gris
01c024ff-05980;24/3/2020;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;91100;5671;3;Gris
71ef73a4-09364;15/3/2020;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2017;124900;2288;1;Blanco
91182542-06282;12/8/2020;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;117300;3435;4;Plata
ba5908ed-09888;27/12/2021;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;80500;6291;7;Verde
749bc98e-05724;30/9/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;100200;2329;4;Plata
2b6488f1-07819;19/12/2021;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;74400;6648;8;Beige
89d5bd16-07965;16/9/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2017;111400;1170;3;Gris
8a7ec2eb-10334;29/4/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;13700;10903;5;Rojo
7dba2735-03153;23/5/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;64200;5841;7;Verde
e6703909-03304;24/11/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;26000;9481;5;Rojo
7910e7b5-07330;26/5/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;30300;9229;2;Negro
63cdd8bf-09578;23/7/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;15200;10815;3;Gris
6b856fca-03829;11/6/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2017;118900;1235;5;Rojo
89d8d644-01774;9/7/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;89300;2967;4;Plata
17918315-10417;16/12/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;12200;10991;1;Blanco
e1234644-03468;22/12/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;15400;10803;4;Plata
87247f8b-01094;6/2/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;90300;4313;1;Blanco
2a7ad04e-01167;24/8/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2017;111200;1170;8;Beige
8fdcf4c2-05089;12/10/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;32000;9832;6;Azul
358a1a52-08496;6/8/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;95700;3295;8;Beige
478a26a3-00725;10/11/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;27300;10107;4;Plata
3fd74253-05967;18/2/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;42400;7819;6;Azul
52ff77ce-02590;13/2/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;116000;2107;8;Beige
4be859f0-04165;7/2/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;74200;4553;1;Blanco
e33b19dc-05574;9/10/2021;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;97500;3892;3;Gris
c32da680-08916;27/6/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;50200;7362;6;Azul
8cf8cfb2-00507;5/6/2021;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;79000;6379;3;Gris
98013c2f-06691;13/1/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;105000;1346;6;Azul
8aa24284-00161;8/3/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;49500;7403;5;Rojo
cfbd20e6-10187;1/3/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;83900;3985;3;Gris
b0f1fb79-06566;30/9/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;73700;5987;5;Rojo
955369bd-01949;12/1/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;50100;6666;1;Blanco
348868c8-02602;15/11/2021;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;66000;7842;7;Verde
857d91ca-09726;15/8/2021;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;84400;5361;6;Azul
d837b520-06618;29/11/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2020;84500;3950;3;Gris
18c40c04-06937;29/5/2022;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;91400;4249;7;Verde
18d750e9-01313;30/11/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;30800;9902;1;Blanco
e436c547-08807;24/7/2021;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;80800;5571;1;Blanco
4847832e-01114;18/9/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;15100;10821;3;Gris
a7834608-01285;5/5/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2021;54900;6385;5;Rojo
9d4b44ed-09018;14/12/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;14900;10833;4;Plata
f39d18d0-05427;1/12/2021;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2018;93600;4120;3;Gris
6b9ea986-03649;3/11/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2024;14800;10838;8;Beige
6c2bdf68-09065;9/2/2024;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2019;83700;3295;2;Negro
fa67fb02-04283;16/3/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2023;31600;9855;8;Beige
0bf7318b-09317;22/2/2023;35;Ford;Fiesta;2017;En produccion;Gasolina;Manual;5;Hatchback;Media;18000;2022;46500;8281;8;Beige
